customer_id,signup_date,customer_segment,region,status,lifetime_months_expected,acquisition_channel,acquisition_campaign,acquisition_cost_ngn
C121791,2/26/2021 11:54,SME,Nigeria,Active,13,Paid Search,Camp_90,59722
C121792,12/1/2022 11:22,Individual,Nigeria,Active,14,Paid Social,Camp_97,52974
C121793,8/17/2025 21:14,SME,North America,Churned,1,Affiliate,Camp_58,4722
C121794,7/2/2024 0:40,Individual,Nigeria,Active,58,Event,Camp_60,28891
C121795,9/21/2023 16:34,Individual,West Africa,Active,54,Organic Social,Camp_13,617
C121796,2/11/2022 14:27,Individual,Nigeria,Active,48,Paid Search,Camp_87,9849
C121797,9/7/2021 0:19,SME,Nigeria,Active,60,Event,Camp_114,28799
C121798,4/19/2025 12:18,Individual,Europe,Active,51,Referral,Camp_60,452
C121799,10/27/2021 3:38,SME,Europe,Active,53,Paid Social,Camp_16,15467
C121800,4/25/2020 0:38,SME,Nigeria,Active,6,ORG,Camp_23,5780
C121801,7/1/2022 5:18,SME,North America,Churned,11,Paid Social,Camp_9,18894
C121802,11/11/2024 18:45,SME,Nigeria,Churned,7,Organic Social,Camp_74,2921
C121803,8/20/2021 21:42,Individual,Nigeria,Active,23,Affiliate,Camp_76,11733
C121804,9/2/2023 11:08,SME,Nigeria,Churned,11,Paid Search,Camp_74,9624
C121805,3/27/2023 12:00,Individual,North America,Active,15,Paid Search,Camp_25,15837
C121806,11/13/2022 23:53,Individual,North America,Active,14,Paid Search,Camp_110,7873
C121807,10/9/2021 11:34,SME,Nigeria,Active,17,Paid Social,Camp_89,16657
C121808,7/23/2024 18:07,Individual,Europe,Churned,2,Paid Search,Camp_84,14527
C121809,2/11/2020 15:51,Enterprise,Nigeria,Active,33,Paid Search,Camp_112,6119
C121810,8/13/2025 14:18,Individual,Nigeria,Active,55,Paid Search,Camp_78,9210
C121811,7/9/2021 15:06,SME,West Africa,Churned,5,Paid Search,Camp_101,8194
C121812,11/15/2023 16:51,SME,Nigeria,Active,25,Paid Social,Camp_12,43526
C121813,7/14/2025 10:13,SME,West Africa,Active,45,Paid Search,Camp_64,18451
C121814,8/28/2025 12:42,Individual,West Africa,Active,58,Organic Social,Camp_49,5287
C121815,7/25/2022 14:52,Individual,North America,Active,19,Organic Social,Camp_93,13646
C121816,6/6/2024 16:01,Individual,Nigeria,Active,34,Paid Search,Camp_96,5028
C121817,11/17/2020 23:10,Individual,West Africa,Churned,14,Organic Social,Camp_62,96698
C121818,4/9/2021 21:21,SME,Nigeria,Active,12,Event,Camp_1,31029
C121819,5/26/2022 6:47,Individual,Nigeria,Active,7,Event,Camp_86,
C121820,7/1/2021 5:44,SME,Europe,Active,10,Paid Search,Camp_111,4597
C121821,11/8/2020 2:44,SME,Europe,Active,7,Referral,Camp_97,637
C121822,10/6/2020 22:22,Individual,Nigeria,Dormant,,Paid Social,Camp_63,3885
C121823,6/2/2022 18:09,Individual,Nigeria,Active,16,Paid Search,Camp_82,26491
C121824,3/11/2020 13:20,SME,West Africa,Active,12,Paid Social,Camp_2,2730
C121825,9/30/2024 20:19,SME,Nigeria,Churned,4,Paid Social,Camp_1,28309
C121826,10/23/2025 3:16,SME,Nigeria,Active,20, Organic Socia,Camp_17,1441
C121827,5/11/2023 13:12,Enterprise,Nigeria,Dormant,,Referral,Camp_22,590
C121828,4/26/2025 21:21,Enterprise,West Africa,Active,45,Referral,Camp_83,660
C121829,6/18/2024 13:08,SME,Nigeria,Active,57,Paid Search,Camp_57,34298
C121830,3/12/2021 20:43,SME,Nigeria,Dormant,,SOC,Camp_74,46437
C121831,11/13/2022 12:08,SME,West Africa,Churned,2,Paid Social,Camp_111,42851
C121832,1/28/2020 3:51,Individual,Europe,Active,34,Paid Social,Camp_55,1921
C121833,11/25/2024 21:42,SME,Nigeria,Active,50,Event,Camp_100,12176
C121834,8/27/2025 20:17,SME,Nigeria,Active,38,Referral,Camp_21,2230
C121835,10/11/2022 19:59,Individual,North America,Active,27,Event,Camp_95,38551
C121836,2/22/2021 7:03,Individual,Nigeria,Active,39,Referral,Camp_36,861
C121837,4/11/2021 10:21,SME,Nigeria,Churned,3,Paid Social,CMP_40,35759
C121838,1/26/2025 17:05,Individual,Europe,Churned,1,Paid Social,Camp_44,2516
C121839,6/9/2022 18:52,Individual,Nigeria,Active,57,Organic Social,Camp_24,5094
C121840,3/12/2023 21:02,SME,West Africa,Active,51,Paid Social,Camp_57,5741
C121841,2/4/2021 4:34,Individual,Nigeria,Active,50,Affiliate,Camp_65,5992
C121842,2/23/2020 4:10,SME,West Africa,Active,53,Organic Social,Camp_109,2450
C121843,1/11/2025 10:04,SME,Nigeria,Active,45,Paid Social,Camp_38,70179
C121844,8/24/2021 15:52,Individual,Nigeria,Active,18,Referral,Camp_26,1333
C121845,2/13/2023 9:09,Individual,Nigeria,Active,23,Affiliate,Camp_1,29868
C121846,12/23/2022 8:03,Individual,Nigeria,Churned,13,Paid Social,Camp_90,5299
C121847,3/28/2023 3:48,SME,Nigeria,Active,17,Referral,Camp_2,2921
C121848,7/24/2020 2:37,Individual,North America,Active,51,Paid Search,Camp_29,
C121849,7/28/2025 12:00,Individual,Nigeria,Active,57,Organic Social,Camp_78,9407
C121850,1/4/2020 20:10,SME,Rest of Africa,Active,7,Paid Search,Camp_70,29572
C121851,10/28/2021 19:05,SME,Nigeria,Churned,2,Paid Search,Camp_64,28670
C121852,9/3/2025 3:26,SME,Europe,Active,6,Organic Social,Camp_65,5404
C121853,11/2/2024 10:01,Individual,Nigeria,Active,52,Paid Social,Camp_82,75656
C121854,1/26/2025 8:05,SME,North America,Churned,1,Referral,Camp_97,517
C121855,12/8/2022 14:52,SME,Europe,Dormant,,Affiliate,Camp_6,244
C121856,2/2/2021 7:31,Individual,Nigeria,Dormant,,Paid Search,Camp_54,28327
C121857,12/17/2024 17:50,SME,Nigeria,Active,17,Referral,Camp_101,378
C121858,3/22/2024 18:03,SME,Nigeria,Churned,3,Organic Social,Camp_37,5687
C121859,2/23/2020 2:12,Individual,Europe,Active,12,Paid Search,Camp_55,9629
C121860,10/28/2020 21:22,SME,North America,Active,39,Referral,Camp_115,88
C121861,12/12/2021 1:16,Individual,Nigeria,Churned,3,Organic Social,Camp_44,7343
C121862,11/10/2023 16:53,SME,Nigeria,Active,55,Organic Social,Camp_107,265
C121863,1/3/2021 15:12,Individual,West Africa,Active,57,Event,Camp_73,10151
C121864,3/16/2021 19:15,SME,North America,Churned,3,Organic Social,Camp_40,2050
C121865,5/5/2022 19:55,Individual,Nigeria,Active,6,Event,Camp_95,5697
C121866,8/15/2021 15:49,Individual,Rest of Africa,Active,42,Organic Social,Camp_77,12242
C121867,8/9/2023 21:27,SME,North America,Active,37,Paid Search,Camp_12,24310
C121868,1/20/2023 10:10,SME,Europe,Active,20,Organic Social,Camp_85,10413
C121869,9/3/2024 20:13,SME,Nigeria,Active,58,Paid Search,Camp_98,28646
C121870,10/11/2022 19:57,SME,Nigeria,Churned,1,Organic Social,Camp_110,24107
C121871,8/3/2024 14:25,SME,Europe,Active,36,Referral,Camp_70,1489
C121872,2/13/2023 6:26,Individual,Nigeria,Active,9,Organic Social,Camp_54,276
C121873,4/18/2023 12:18,SME,Europe,Churned,21,Paid Search,Camp_70,4384
C121874,8/11/2022 15:29,SME,Nigeria,Active,11,Organic Social,Camp_83,4438
C121875,2/8/2021 22:22,SME,North America,Active,30,Paid Search,Camp_94,10682
C121876,10/20/2021 16:48,Individual,West Africa,Dormant,,Referral,Camp_106,239
C121877,3/25/2020 0:24,Individual,Nigeria,Active,31,Referral,Camp_107,543
C121878,3/16/2022 19:04,SME,Nigeria,Active,15,Event,Camp_39,25741
C121879,8/20/2020 20:36,SME,Nigeria,Active,26,Paid Search,Camp_77,18254
C121880,4/30/2021 4:55,SME,Nigeria,Churned,24,Organic Social,Camp_84,13634
C121881,3/20/2020 16:16,SME,Rest of Africa,Churned,36,Organic Social,Camp_66,475
C121882,3/13/2021 14:13,SME,Nigeria,Churned,4,Event,Camp_63,17714
C121883,2/6/2024 1:31,Individual,Nigeria,Active,44,Organic Social,Camp_90,3526
C121884,6/16/2020 4:46,SME,North America,Active,12,Paid Search,Camp_35,3005
C121885,8/5/2023 12:53,SME,Nigeria,Active,9,Paid Social,Camp_78,20954
C121886,1/17/2021 11:57,Enterprise,Nigeria,Active,39,Referral,CMP_91,1447
C121887,1/29/2023 3:26,Individual,North America,Active,12,Referral,Camp_25,7380
C121888,3/23/2025 9:53,Individual,West Africa,Active,26,Affiliate,Camp_90,8538
C121889,5/18/2021 4:09,Individual,Nigeria,Active,40,Paid Search,Camp_23,8485
C121890,1/29/2024 3:58,SME,Nigeria,Churned,4,Event,Camp_1,16579
C121891,12/18/2021 2:12,SME,Nigeria,Active,15,Paid Search,Camp_27,4439
C121892,9/28/2024 4:19,Individual,West Africa,Active,54,Event,Camp_93,29670
C121893,3/17/2024 11:13,Individual,Nigeria,Active,30,Affiliate,Camp_75,3726
C121894,5/13/2022 12:01,Individual,Nigeria,Dormant,,Referral,Camp_19,603
C121895,7/6/2020 8:57,Individual,West Africa,Active,59,Referral,Camp_22,266
C121896,5/31/2021 20:05,SME,Nigeria,Active,32,Paid Search,CMP_49,587
C121897,2/4/2025 5:39,Individual,Nigeria,Active,56,Paid Search,Camp_71,5371
C121898,4/8/2025 11:39,SME,North America,Active,46,Paid Search,Camp_110,7106
C121899,7/10/2020 3:09,Enterprise,North America,Active,27,Paid Search,Camp_120,16610
C121900,10/8/2023 17:01,Individual,Nigeria,Churned,1,Organic Social,Camp_52,1378
C121901,9/22/2020 5:54,Individual,West Africa,Churned,16,Paid Search,Camp_65,42546
C121902,9/1/2023 18:14,Individual,Nigeria,Active,37,Affiliate,Camp_61,5141
C121903,8/17/2023 3:41,Individual,West Africa,Active,17,Paid Social,Camp_4,17597
C121904,1/9/2025 14:11,SME,North America,Active,24,Referral,Camp_83,466
C121905,3/10/2020 12:48,Individual,West Africa,Active,33,Referral,Camp_88,1076
C121906,7/5/2023 2:23,SME,Nigeria,Churned,16,Paid Social,CMP_27,16618
C121907,12/9/2021 23:55,Individual,North America,Churned,5,Paid Search,Camp_61,9314
C121908,2/7/2021 20:34,SME,Europe,Active,54,Paid Social,Camp_47,7375
C121909,1/27/2021 23:14,SME,Nigeria,Active,12,Referral,Camp_48,3294
C121910,5/24/2022 6:36,Individual,West Africa,Churned,3,Organic Social,Camp_95,9075
C121911,7/7/2024 21:44,Individual,North America,Active,30,Paid Social,Camp_102,13703
C121912,7/12/2025 18:32,Individual,North America,Active,57,Affiliate,Camp_63,18138
C121913,11/28/2020 13:27,Individual,Rest of Africa,Churned,1,Paid Search,Camp_69,
C121914,11/29/2022 18:28,SME,West Africa,Active,59,Referral,Camp_48,113
C121915,9/19/2022 10:48,Individual,Rest of Africa,Active,59,Paid Social,Camp_101,14756
C121916,3/22/2022 2:10,Individual,Nigeria,Active,20,Referral,Camp_110,
C121917,5/7/2021 17:57,Individual,Nigeria,Churned,38,Event,Camp_37,31138
C121918,10/27/2025 12:11,Individual,Nigeria,Active,38,Referral,Camp_42,3567
C121919,5/16/2025 17:33,Enterprise,Nigeria,Dormant,, Paid Social ,Camp_62,6441
C121920,6/17/2025 18:02,Individual,Nigeria,Churned,1,Paid Search,Camp_91,1693
C121921,1/24/2020 13:01,Individual,Nigeria,Churned,52,Affiliate,Camp_89,8032
C121922,11/20/2021 5:21,Individual,Nigeria,Active,35,Organic Social,Camp_115,6561
C121923,6/5/2022 21:07,Individual,North America,Active,44,Paid Search,Camp_50,36231
C121924,4/10/2020 14:39,SME,North America,Dormant,,Referral,Camp_114,22
C121925,2/14/2022 18:47,Individual,North America,Active,17,Paid Social,Camp_42,20141
C121926,7/1/2020 5:05,Individual,Nigeria,Active,21,Paid Search,Camp_28,523
C121927,1/22/2021 9:54,SME,Europe,Active,7,Event,Camp_1,59628
C121928,2/22/2020 9:10,SME,Nigeria,Dormant,,Organic Social,Camp_75,6071
C121929,3/29/2025 6:31,Individual,West Africa,Active,39,Paid Social,CMP_19,15083
C121930,2/2/2023 9:10,Individual,North America,Churned,4,Referral,Camp_34,1411
C121931,6/13/2023 23:15,Individual,Nigeria,Dormant,,Affiliate,Camp_96,10045
C121932,3/22/2024 5:17,SME,Nigeria,Active,59,Paid Search,Camp_54,1472
C121933,10/19/2024 14:49,Individual,Nigeria,Active,15,Referral,Camp_37,3569
C121934,6/10/2025 21:49,Individual,Nigeria,Active,39,Referral,Camp_27,449
C121935,11/3/2023 16:18,Individual,North America,Active,24,Paid Search,Camp_3,16242
C121936,2/19/2023 2:16,Individual,Nigeria,Dormant,,Organic Social,Camp_117,3335
C121937,8/7/2023 19:16,SME,Rest of Africa,Churned,5,Paid Search,Camp_65,37528
C121938,8/15/2022 17:28,Individual,North America,Active,42,Referral,Camp_15,428
C121939,4/19/2025 7:16,SME,Nigeria,Active,10,Affiliate,Camp_29,2850
C121940,7/20/2020 13:58,Individual,North America,Dormant,,Paid Search,Camp_17,27199
C121941,2/26/2023 7:24,Individual,Nigeria,Active,52,Affiliate,Camp_20,4258
C121942,10/7/2023 18:28,SME,North America,Active,51,Referral,Camp_23,710
C121943,1/7/2025 10:45,SME,Europe,Active,28,Paid Social,CMP_45,17484
C121944,10/4/2025 13:53,SME,West Africa,Dormant,,Referral,Camp_59,181
C121945,12/17/2022 7:09,SME,Nigeria,Active,20,Paid Search,Camp_48,38989
C121946,3/1/2023 16:04,Individual,Nigeria,Churned,20,Event,Camp_3,
C121947,6/4/2022 14:23,SME,Europe,Churned,2,Organic Social,Camp_34,1153
C121948,8/13/2023 22:58,Individual,Europe,Active,19,Organic Social,Camp_10,2625
C121949,6/19/2021 21:13,Individual,West Africa,Active,22,Referral,Camp_18,281
C121950,2/3/2022 14:21,Individual,Nigeria,Active,41,Organic Social,Camp_21,4793
C121951,2/19/2022 16:53,Individual,Nigeria,Active,6,Affiliate,Camp_54,8852
C121952,1/29/2024 23:26,Enterprise,Nigeria,Active,45,Organic Social,Camp_51,2598
C121953,11/26/2020 15:37,Individual,Nigeria,Dormant,,Event,Camp_40,16601
C121954,3/1/2021 4:57,SME,Nigeria,Active,24,Organic Social,Camp_97,9478
C121955,2/19/2022 3:20,Individual,Nigeria,Churned,25,Paid Search,Camp_31,21454
C121956,12/5/2023 14:16,SME,Europe,Dormant,,Event,Camp_89,43987
C121957,9/10/2023 23:10,SME,Nigeria,Churned,11,Referral,Camp_103,272
C121958,1/9/2020 11:42,SME,Rest of Africa,Active,25,Referral,Camp_48,2498
C121959,12/9/2020 11:58,Individual,Nigeria,Churned,11,Event,Camp_94,23523
C121960,5/17/2020 2:05,SME,North America,Active,51,Paid Search,Camp_98,11419
C121961,9/20/2024 3:25,SME,Nigeria,Churned,1,Paid Social,Camp_1,47714
C121962,7/3/2020 13:04,SME,Nigeria,Dormant,,Paid Search,Camp_74,1386
C121963,1/3/2021 4:42,Individual,Nigeria,Churned,13,ORG,Camp_36,1088
C121964,5/16/2024 12:15,SME,West Africa,Active,37,Affiliate,Camp_108,3760
C121965,1/16/2021 0:27,SME,Europe,Active,53,Event,Camp_116,15664
C121966,4/30/2020 7:56,Individual,Nigeria,Active,54,Organic Social,CMP_41,3573
C121967,10/5/2021 19:24,Individual,Nigeria,Churned,26,Referral,Camp_48,1024
C121968,3/23/2020 18:49,Individual,West Africa,Churned,2,EVT,Camp_95,62101
C121969,7/5/2023 19:39,Individual,Nigeria,Dormant,,Referral,Camp_83,2922
C121970,9/16/2024 17:33,Individual,West Africa,Active,58,Paid Search,Camp_83,37001
C121971,12/15/2021 2:55,Individual,Nigeria,Active,22,ORG,Camp_57,2305
C121972,11/7/2020 20:39,Individual,Nigeria,Active,34,Event,Camp_30,20927
C121973,10/28/2023 0:09,Individual,Rest of Africa,Active,37,Event,Camp_13,50984
C121974,5/23/2023 12:37,Individual,North America,Active,10,Organic Social,Camp_37,663
C121975,5/8/2022 0:43,SME,Nigeria,Active,49,AFF,Camp_99,15280
C121976,10/6/2020 13:26,SME,Nigeria,Active,43,Paid Search,Camp_73,19481
C121977,2/28/2024 5:18,Individual,North America,Active,18,Paid Search,Camp_20,47186
C121978,5/17/2021 22:13,Individual,Rest of Africa,Active,8,Event,Camp_85,63118
C121979,8/9/2023 17:12,Individual,Nigeria,Dormant,,Paid Search,Camp_55,11725
C121980,5/23/2024 0:37,Individual,North America,Active,34,Paid Search,Camp_55,2677
C121981,5/12/2020 10:14,Individual,West Africa,Dormant,,Paid Social,Camp_23,45650
C121982,8/18/2024 7:21,SME,Nigeria,Active,32,Organic Social,Camp_19,2112
C121983,2/10/2020 18:58,Individual,North America,Dormant,,ORG,Camp_104,2339
C121984,5/24/2024 19:16,Individual,Europe,Churned,2,SOC,Camp_85,43153
C121985,10/29/2020 16:46,SME,Nigeria,Active,32,Event,Camp_33,99724
C121986,9/13/2025 5:19,Enterprise,North America,Active,60,Event,Camp_63,12201
C121987,2/11/2023 21:07,Individual,Nigeria,Dormant,,Paid Social,Camp_57,1676
C121988,10/23/2023 3:29,Individual,Europe,Active,24,Paid Social,Camp_55,19
C121989,11/29/2020 16:29,Individual,Europe,Active,60,REF,Camp_1,1153
C121990,4/5/2021 5:31,Individual,Nigeria,Dormant,,Referral,Camp_26,1681
C121991,1/15/2025 14:26,SME,Nigeria,Churned,3,Paid Social,Camp_72,5673
C121992,4/4/2020 16:54,Individual,Rest of Africa,Active,9,Paid Social,Camp_20,5413
C121993,12/2/2020 2:36,Individual,West Africa,Active,26,Paid Social,Camp_104,7942
C121994,11/30/2022 18:58,SME,Nigeria,Active,32,Paid Search,Camp_88,7632
C121995,7/7/2020 21:45,SME,Nigeria,Churned,15,Organic Social,Camp_65,9775
C121996,12/10/2023 21:44,SME,Nigeria,Churned,17,Referral,Camp_8,2059
C121997,9/19/2020 7:55,Individual,Nigeria,Active,27,Referral,Camp_62,3531
C121998,8/30/2021 8:28,Individual,Nigeria,Dormant,,Referral,Camp_9,3939
C121999,4/28/2024 10:17,Individual,West Africa,Active,9,Paid Social,Camp_8,10277
C122000,5/11/2020 21:20,Individual,Rest of Africa,Churned,1,Referral,Camp_7,1298
C122001,6/23/2023 10:26,Individual,Nigeria,Active,60,PS,Camp_19,95213
C122002,11/8/2023 7:22,Individual,Nigeria,Active,40,Organic Social,Camp_33,8486
C122003,11/11/2020 20:47,SME,Nigeria,Active,29,Referral,Camp_41,3197
C122004,2/4/2022 20:35,SME,West Africa,Active,18,Organic Social,Camp_68,4381
C122005,6/16/2020 9:48,SME,West Africa,Active,17,ORG,Camp_99,3091
C122006,12/6/2023 5:12,Enterprise,Nigeria,Active,47,Organic Social,Camp_109,11250
C122007,12/13/2021 1:34,SME,Nigeria,Dormant,,Event,Camp_92,65299
C122008,10/28/2022 22:06,Individual,Europe,Dormant,,Organic Social,Camp_68,3636
C122009,9/4/2020 15:25,Individual,Nigeria,Active,28,Referral,Camp_87,630
C122010,5/28/2020 12:06,Enterprise,West Africa,Dormant,,Event,Camp_98,6372
C122011,6/12/2022 22:21,SME,West Africa,Active,9,REF,Camp_55,1609
C122012,1/26/2023 23:08,SME,West Africa,Active,22,Organic Social,Camp_35,1755
C122013,7/6/2024 19:25,SME,Nigeria,Dormant,,Paid Search,Camp_15,7670
C122014,5/6/2022 2:19,SME,Nigeria,Churned,7,Paid Social,Camp_81,2012
C122015,3/8/2024 16:38,Individual,West Africa,Dormant,,Organic Social,Camp_59,175
C122016,7/21/2022 19:15,Individual,West Africa,Churned,1,Referral,Camp_84,3058
C122017,9/11/2021 19:23,Individual,West Africa,Active,20,Paid Social,Camp_76,2056
C122018,5/29/2023 16:10,Individual,West Africa,Churned,6,Event,Camp_31,87788
C122019,6/27/2021 15:30,Individual,Nigeria,Active,14,Paid Social,Camp_77,4329
C122020,12/20/2020 19:48,Individual,Nigeria,Dormant,,Referral,Camp_78,2851
C122021,9/2/2021 16:05,Individual,Nigeria,Active,8,SOC,Camp_108,31168
C122022,3/18/2020 0:29,SME,North America,Active,60,Organic Social,Camp_50,7864
C122023,2/24/2020 3:38,Individual,Rest of Africa,Active,58,Affiliate,Camp_79,16499
C122024,10/21/2024 19:14,Individual,Nigeria,Active,40,Paid Social,Camp_62,7471
C122025,9/13/2023 19:06,Individual,Nigeria,Dormant,,Paid Search,Camp_78,106519
C122026,7/18/2021 14:27,Individual,West Africa,Active,48,Organic Social,Camp_32,1639
C122027,12/20/2022 2:22,Individual,Europe,Churned,6,ORG,Camp_85,13613
C122028,7/9/2024 21:48,SME,West Africa,Active,23,Referral,Camp_112,1150
C122029,6/28/2024 19:39,Individual,North America,Dormant,,Event,Camp_97,2344
C122030,10/2/2025 9:30,Enterprise,Nigeria,Active,53,Paid Search,Camp_101,38418
C122031,1/8/2023 23:35,Individual,North America,Dormant,,Organic Social,Camp_101,7741
C122032,10/20/2023 5:18,Individual,North America,Active,47,Referral,Camp_82,439
C122033,8/16/2023 6:01,Individual,Nigeria,Active,51,Event,Camp_29,69380
C122034,8/27/2023 8:42,SME,Nigeria,Churned,5,EVT,Camp_97,6859
C122035,1/26/2025 4:55,Individual,West Africa,Churned,3,Referral,Camp_102,328
C122036,2/27/2022 9:45,Individual,Nigeria,Active,29,Organic Social,Camp_79,8275
C122037,3/21/2024 13:25,Individual,North America,Churned,4,Paid Search,Camp_99,8569
C122038,4/2/2020 5:24,Individual,Nigeria,Active,58,Paid Social,Camp_26,1439
C122039,9/27/2021 13:14,SME,Nigeria,Active,12,Organic Social,Camp_32,15657
C122040,1/9/2021 8:51,SME,Europe,Active,51,Referral,Camp_65,1628
C122041,10/9/2024 18:25,Individual,Nigeria,Active,35,Organic Social,Camp_26,2971
C122042,1/17/2020 23:37,Individual,West Africa,Churned,25,Referral,Camp_93,1402
C122043,11/2/2022 23:09,Individual,Nigeria,Churned,6,Paid Social,Camp_26,19980
C122044,9/10/2021 3:53,SME,Europe,Active,55,Referral,Camp_68,3956
C122045,9/15/2025 21:10,Individual,Nigeria,Churned,1,Paid Search,Camp_58,27912
C122046,9/14/2021 12:20,SME,Rest of Africa,Active,51,Paid Search,Camp_105,33631
C122047,2/28/2025 18:25,SME,Nigeria,Active,43,Paid Search,Camp_55,4965
C122048,6/4/2023 18:31,Individual,Nigeria,Active,47,Affiliate,Camp_71,3877
C122049,5/1/2021 11:47,SME,Nigeria,Active,6,Paid Search,Camp_66,21975
C122050,9/27/2023 9:43,Individual,Rest of Africa,Dormant,,Affiliate,Camp_27,7728
C122051,2/28/2022 20:06,Individual,Nigeria,Dormant,,Paid Search,Camp_71,7891
C122052,9/21/2023 4:29,SME,Nigeria,Active,9,Organic Social,Camp_93,18440
C122053,5/7/2023 22:44,SME,Nigeria,Active,56,Event,Camp_102,5030
C122054,9/19/2023 2:49,SME,Nigeria,Dormant,,Organic Social,Camp_52,595
C122055,4/7/2021 15:47,Individual,Rest of Africa,Active,6,Paid Search,Camp_67,6506
C122056,9/2/2020 5:42,SME,North America,Churned,10,Paid Social,Camp_75,25237
C122057,1/2/2023 11:00,Individual,Nigeria,Active,35,Event,Camp_102,1489
C122058,12/22/2024 23:44,SME,West Africa,Active,18,Paid Social,Camp_68,79411
C122059,7/18/2020 1:44,Individual,Nigeria,Dormant,,Organic Social,Camp_20,22002
C122060,6/17/2024 22:11,Individual,West Africa,Active,8,Organic Social,Camp_45,869
C122061,1/17/2022 8:32,SME,North America,Churned,9,Paid Social,Camp_66,9230
C122062,3/5/2021 10:34,Individual,Rest of Africa,Active,10,Paid Search,Camp_16,5701
C122063,1/15/2024 18:49,SME,Nigeria,Active,17,Referral,Camp_58,1048
C122064,2/28/2020 23:17,Individual,Nigeria,Active,19,Referral,Camp_27,1522
C122065,4/9/2020 16:24,Individual,Nigeria,Active,26,Paid Social,Camp_72,31141
C122066,6/27/2020 21:32,Individual,West Africa,Churned,16,Referral,Camp_112,72
C122067,4/6/2022 10:43,Individual,Nigeria,Active,7,Affiliate,Camp_93,34679
C122068,6/6/2023 0:41,Individual,Nigeria,Churned,6,Event,Camp_56,112913
C122069,7/12/2023 18:01,Individual,West Africa,Active,22,PS,Camp_69,21123
C122070,8/15/2023 4:19,Individual,West Africa,Active,7,Paid Social,Camp_14,11801
C122071,11/7/2020 5:00,Individual,Nigeria,Active,36,Affiliate,Camp_117,6399
C122072,8/23/2022 0:06,SME,Rest of Africa,Dormant,,Paid Search,Camp_49,465
C122073,10/23/2022 7:19,Individual,Nigeria,Active,31,Paid Search,Camp_45,33455
C122074,5/1/2025 12:24,SME,North America,Active,38,Affiliate,Camp_24,5488
C122075,1/4/2025 22:27,Enterprise,Nigeria,Dormant,,Paid Social,Camp_96,6064
C122076,3/18/2020 11:10,Individual,West Africa,Active,42,Paid Social,Camp_19,11142
C122077,7/29/2020 16:22,SME,Nigeria,Active,35,Paid Social,Camp_32,6230
C122078,12/27/2020 21:20,SME,Nigeria,Dormant,,Affiliate,Camp_43,9630
C122079,6/6/2020 3:20,Individual,Nigeria,Churned,30,Paid Social,Camp_5,17154
C122080,10/20/2023 13:37,Individual,Nigeria,Active,14,Affiliate,Camp_63,3929
C122081,1/2/2025 10:48,SME,Nigeria,Active,11,Organic Social,Camp_104,1886
C122082,2/17/2024 20:57,Individual,Nigeria,Active,16,Organic Social,Camp_106,10520
C122083,9/1/2025 20:33,SME,Nigeria,Active,8,Paid Social,Camp_82,20636
C122084,12/23/2023 0:47,Individual,Europe,Active,23,Paid Search,Camp_78,31450
C122085,1/21/2021 6:13,Individual,West Africa,Active,29,Organic Social,Camp_107,4819
C122086,2/22/2022 22:05,Individual,West Africa,Active,13,Paid Social,Camp_91,1407
C122087,4/26/2020 1:04,SME,Rest of Africa,Active,21,EVT,Camp_81,2443
C122088,3/2/2020 1:03,Individual,West Africa,Churned,24,Organic Social,Camp_79,2803
C122089,7/28/2025 8:02,Individual,Nigeria,Churned,1,Organic Social,Camp_31,13332
C122090,3/27/2022 3:53,Individual,Nigeria,Churned,12,Paid Social,Camp_62,13388
C122091,12/24/2024 6:51,SME,Nigeria,Active,29,Referral,Camp_70,4173
C122092,1/3/2022 1:51,Individual,Nigeria,Active,45,Paid Social,Camp_63,1827
C122093,8/16/2024 18:28,SME,Nigeria,Active,40,Paid Social,Camp_30,23189
C122094,9/11/2024 2:41,Individual,West Africa,Active,45,AFF,Camp_94,2251
C122095,7/30/2020 2:19,SME,North America,Dormant,,Organic Social,Camp_81,3716
C122096,10/14/2024 22:24,SME,North America,Active,12,Organic Social,Camp_47,1733
C122097,5/14/2025 16:19,SME,West Africa,Churned,1,Organic Social,Camp_18,6229
C122098,4/17/2022 11:34,Individual,West Africa,Active,34,Referral,Camp_15,1024
C122099,11/18/2024 21:07,SME,Nigeria,Active,37,Paid Social,Camp_75,11163
C122100,1/10/2020 9:42,Individual,Nigeria,Active,14,Paid Search,Camp_78,7037
C122101,9/5/2022 19:36,Individual,West Africa,Active,45,Affiliate,Camp_67,2644
C122102,2/13/2022 12:26,SME,Nigeria,Active,12,PS,Camp_4,4945
C122103,9/5/2025 12:02,Individual,North America,Active,57,Referral,Camp_49,1613
C122104,7/23/2020 8:49,Individual,Nigeria,Active,27,Paid Search,Camp_67,3916
C122105,9/10/2022 20:19,SME,Nigeria,Churned,14,Paid Social,Camp_33,5620
C122106,6/18/2021 18:14,Individual,Nigeria,Active,46,PS,Camp_119,18900
C122107,5/11/2020 9:53,Individual,West Africa,Churned,30,Organic Social,Camp_118,1606
C122108,3/4/2022 21:04,Individual,North America,Active,39,Referral,Camp_77,1775
C122109,3/11/2025 22:32,Individual,Nigeria,Churned,2,Paid Search,Camp_52,356
C122110,3/6/2025 15:05,SME,North America,Dormant,,Paid Social,Camp_4,65163
C122111,4/8/2024 3:36,Individual,Nigeria,Active,27,Event,Camp_86,52371
